#                                                                                                                  --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                           accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                   ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
TRINITY_DN210424_c4_g1::TRINITY_DN210424_c4_g1_i1::g.39841::m.39841     -          Apaf-caspas          -               0.01   19.7   0.0       2.1   12.1   0.0   2.1   1   1   0   1   1   1   0 type:complete len:516 gc:universal TRINITY_DN210424_c4_g1_i1:1715-168(-)
TRINITY_DN199804_c1_g1::TRINITY_DN199804_c1_g1_i4::g.342713::m.342713   -          Apaf-caspas          -              0.011   19.5   0.0     0.037   17.8   0.0   1.8   2   0   0   2   2   1   0 type:5prime_partial len:421 gc:universal TRINITY_DN199804_c1_g1_i4:3-1265(+)
TRINITY_DN150827_c2_g1::TRINITY_DN150827_c2_g1_i1::g.303130::m.303130   -          Apaf-caspas          -              0.012   19.5   0.0       2.2   12.0   0.0   2.0   1   1   1   2   2   2   0 type:internal len:208 gc:universal TRINITY_DN150827_c2_g1_i1:621-1(-)
TRINITY_DN213320_c2_g1::TRINITY_DN213320_c2_g1_i2::g.56260::m.56260     -          Apaf-caspas          -              0.012   19.4   0.0      0.16   15.8   0.0   2.8   1   1   0   1   1   1   0 type:complete len:939 gc:universal TRINITY_DN213320_c2_g1_i2:422-3238(+)
TRINITY_DN208767_c6_g1::TRINITY_DN208767_c6_g1_i1::g.77578::m.77578     -          Apaf-caspas          -              0.013   19.3   0.0      0.51   14.1   0.1   2.3   1   1   0   2   2   2   0 type:complete len:1443 gc:universal TRINITY_DN208767_c6_g1_i1:418-4746(+)
TRINITY_DN202900_c0_g1::TRINITY_DN202900_c0_g1_i1::g.153103::m.153103   -          Apaf-caspas          -              0.013   19.3   0.0       8.1   10.1   0.0   2.2   1   1   1   2   2   2   0 type:complete len:468 gc:universal TRINITY_DN202900_c0_g1_i1:178-1581(+)
TRINITY_DN208767_c6_g1::TRINITY_DN208767_c6_g1_i2::g.77587::m.77587     -          Apaf-caspas          -              0.014   19.3   0.0      0.51   14.1   0.1   2.2   1   1   0   2   2   2   0 type:complete len:1449 gc:universal TRINITY_DN208767_c6_g1_i2:418-4764(+)
TRINITY_DN199804_c1_g1::TRINITY_DN199804_c1_g1_i7::g.342719::m.342719   -          Apaf-caspas          -              0.015   19.1   0.0     0.015   19.1   0.0   1.1   1   0   0   1   1   1   0 type:complete len:281 gc:universal TRINITY_DN199804_c1_g1_i7:46-888(+)
TRINITY_DN199804_c1_g1::TRINITY_DN199804_c1_g1_i2::g.342709::m.342709   -          Apaf-caspas          -              0.018   18.9   0.0     0.018   18.9   0.0   1.1   1   0   0   1   1   1   0 type:5prime_partial len:314 gc:universal TRINITY_DN199804_c1_g1_i2:3-944(+)
TRINITY_DN206234_c11_g1::TRINITY_DN206234_c11_g1_i2::g.207565::m.207565 -          Apaf-caspas          -               0.02   18.7   0.0      0.83   13.4   0.0   2.1   1   1   0   2   2   2   0 type:complete len:793 gc:universal TRINITY_DN206234_c11_g1_i2:198-2576(+)
TRINITY_DN206234_c11_g1::TRINITY_DN206234_c11_g1_i4::g.207568::m.207568 -          Apaf-caspas          -              0.021   18.7   0.0         1   13.1   0.0   2.1   1   1   0   2   2   2   0 type:5prime_partial len:800 gc:universal TRINITY_DN206234_c11_g1_i4:2-2401(+)
TRINITY_DN208834_c4_g2::TRINITY_DN208834_c4_g2_i1::g.119814::m.119814   -          Apaf-caspas          -              0.029   18.2   0.0         6   10.6   0.0   2.5   2   1   0   2   2   2   0 type:complete len:452 gc:universal TRINITY_DN208834_c4_g2_i1:1541-186(-)
TRINITY_DN208834_c4_g2::TRINITY_DN208834_c4_g2_i2::g.119818::m.119818   -          Apaf-caspas          -              0.029   18.2   0.0         6   10.6   0.0   2.5   2   1   0   2   2   2   0 type:complete len:452 gc:universal TRINITY_DN208834_c4_g2_i2:1541-186(-)
TRINITY_DN194997_c0_g1::TRINITY_DN194997_c0_g1_i1::g.349865::m.349865   -          Apaf-caspas          -              0.041   17.7   0.0      0.41   14.4   0.0   2.2   1   1   0   1   1   1   0 type:complete len:1104 gc:universal TRINITY_DN194997_c0_g1_i1:4077-766(-)
TRINITY_DN205047_c0_g1::TRINITY_DN205047_c0_g1_i1::g.116049::m.116049   -          Apaf-caspas          -              0.069   16.9   0.0      0.14   15.9   0.0   1.4   1   1   0   1   1   1   0 type:complete len:477 gc:universal TRINITY_DN205047_c0_g1_i1:2385-955(-)
TRINITY_DN205315_c1_g2::TRINITY_DN205315_c1_g2_i2::g.140874::m.140874   -          Apaf-caspas          -              0.075   16.8   0.0       2.9   11.6   0.0   2.7   1   1   0   1   1   1   0 type:complete len:320 gc:universal TRINITY_DN205315_c1_g2_i2:3041-2082(-)
TRINITY_DN63460_c0_g1::TRINITY_DN63460_c0_g1_i1::g.19142::m.19142       -          Apaf-caspas          -               0.11   16.2   0.0      0.11   16.2   0.0   1.1   1   0   0   1   1   1   0 type:internal len:104 gc:universal TRINITY_DN63460_c0_g1_i1:310-2(-)
TRINITY_DN211951_c3_g2::TRINITY_DN211951_c3_g2_i1::g.280681::m.280681   -          Apaf-caspas          -               0.11   16.2   0.0      0.46   14.2   0.1   1.8   2   0   0   2   2   1   0 type:complete len:598 gc:universal TRINITY_DN211951_c3_g2_i1:2810-1017(-)
TRINITY_DN197431_c2_g1::TRINITY_DN197431_c2_g1_i3::g.342184::m.342184   -          Apaf-caspas          -               0.12   16.2   0.0      0.43   14.3   0.0   2.1   1   1   0   1   1   1   0 type:complete len:312 gc:universal TRINITY_DN197431_c2_g1_i3:2067-1132(-)
TRINITY_DN207173_c16_g1::TRINITY_DN207173_c16_g1_i1::g.184963::m.184963 -          Apaf-caspas          -               0.13   16.1   0.0      0.13   16.1   0.0   1.1   1   0   0   1   1   1   0 type:internal len:203 gc:universal TRINITY_DN207173_c16_g1_i1:606-1(-)
TRINITY_DN204615_c3_g1::TRINITY_DN204615_c3_g1_i1::g.283102::m.283102   -          Apaf-caspas          -               0.14   15.9   0.0       8.7   10.0   0.0   2.3   1   1   0   1   1   1   0 type:complete len:408 gc:universal TRINITY_DN204615_c3_g1_i1:1768-545(-)
TRINITY_DN204615_c3_g1::TRINITY_DN204615_c3_g1_i3::g.283110::m.283110   -          Apaf-caspas          -               0.14   15.9   0.0       8.7   10.0   0.0   2.3   1   1   0   1   1   1   0 type:complete len:408 gc:universal TRINITY_DN204615_c3_g1_i3:1753-530(-)
TRINITY_DN211425_c1_g1::TRINITY_DN211425_c1_g1_i2::g.240081::m.240081   -          Apaf-caspas          -               0.16   15.7   0.0      0.16   15.7   0.0   1.1   1   0   0   1   1   1   0 type:5prime_partial len:257 gc:universal TRINITY_DN211425_c1_g1_i2:1266-496(-)
TRINITY_DN196691_c1_g1::TRINITY_DN196691_c1_g1_i1::g.328043::m.328043   -          Apaf-caspas          -               0.17   15.6   0.0         4   11.2   0.0   2.5   1   1   1   3   3   2   0 type:3prime_partial len:836 gc:universal TRINITY_DN196691_c1_g1_i1:66-2570(+)
TRINITY_DN206029_c5_g4::TRINITY_DN206029_c5_g4_i2::g.126213::m.126213   -          Apaf-caspas          -               0.18   15.6   0.0      0.23   15.2   0.0   1.1   1   0   0   1   1   1   0 type:complete len:191 gc:universal TRINITY_DN206029_c5_g4_i2:3035-2463(-)
TRINITY_DN204615_c3_g1::TRINITY_DN204615_c3_g1_i2::g.283105::m.283105   -          Apaf-caspas          -               0.18   15.5   0.0        15    9.2   0.0   2.3   1   1   1   2   2   2   0 type:3prime_partial len:453 gc:universal TRINITY_DN204615_c3_g1_i2:1356-1(-)
TRINITY_DN202900_c0_g1::TRINITY_DN202900_c0_g1_i2::g.153105::m.153105   -          Apaf-caspas          -               0.22   15.3   0.0        14    9.3   0.0   2.1   1   1   1   2   2   2   0 type:complete len:371 gc:universal TRINITY_DN202900_c0_g1_i2:178-1290(+)
TRINITY_DN207895_c0_g2::TRINITY_DN207895_c0_g2_i2::g.167261::m.167261   -          Apaf-caspas          -               0.23   15.2   0.0      0.42   14.4   0.0   1.3   1   0   0   1   1   1   0 type:complete len:924 gc:universal TRINITY_DN207895_c0_g2_i2:210-2981(+)
TRINITY_DN204153_c8_g1::TRINITY_DN204153_c8_g1_i2::g.52042::m.52042     -          Apaf-caspas          -               0.24   15.1   0.0       1.2   12.9   0.0   1.9   1   1   0   1   1   1   0 type:complete len:523 gc:universal TRINITY_DN204153_c8_g1_i2:1743-175(-)
TRINITY_DN211720_c8_g2::TRINITY_DN211720_c8_g2_i2::g.227049::m.227049   -          Apaf-caspas          -               0.27   15.0   0.0      0.49   14.1   0.0   1.4   1   0   0   1   1   1   0 type:complete len:1213 gc:universal TRINITY_DN211720_c8_g2_i2:5306-1668(-)
TRINITY_DN212748_c3_g3::TRINITY_DN212748_c3_g3_i1::g.235265::m.235265   -          Apaf-caspas          -               0.29   14.9   0.0       1.4   12.6   0.0   2.2   1   1   0   1   1   1   0 type:5prime_partial len:253 gc:universal TRINITY_DN212748_c3_g3_i1:891-133(-)
TRINITY_DN212748_c3_g3::TRINITY_DN212748_c3_g3_i2::g.235268::m.235268   -          Apaf-caspas          -               0.29   14.9   0.0       1.4   12.6   0.0   2.2   1   1   0   1   1   1   0 type:5prime_partial len:253 gc:universal TRINITY_DN212748_c3_g3_i2:900-142(-)
TRINITY_DN199495_c0_g1::TRINITY_DN199495_c0_g1_i1::g.304602::m.304602   -          Apaf-caspas          -               0.29   14.9   0.0       7.5   10.2   0.0   2.4   2   1   0   2   2   2   0 type:complete len:754 gc:universal TRINITY_DN199495_c0_g1_i1:201-2462(+)
TRINITY_DN204306_c5_g1::TRINITY_DN204306_c5_g1_i1::g.72317::m.72317     -          Apaf-caspas          -               0.34   14.6   0.0      0.66   13.7   0.0   1.9   1   1   0   1   1   1   0 type:internal len:589 gc:universal TRINITY_DN204306_c5_g1_i1:3-1766(+)
TRINITY_DN207895_c0_g2::TRINITY_DN207895_c0_g2_i3::g.167266::m.167266   -          Apaf-caspas          -               0.37   14.6   0.0      0.63   13.8   0.0   1.3   1   0   0   1   1   1   0 type:complete len:1306 gc:universal TRINITY_DN207895_c0_g2_i3:190-4107(+)
TRINITY_DN202777_c0_g1::TRINITY_DN202777_c0_g1_i1::g.269387::m.269387   -          Apaf-caspas          -               0.48   14.2   0.0        48    7.6   0.0   2.1   1   1   0   2   2   2   0 type:complete len:804 gc:universal TRINITY_DN202777_c0_g1_i1:3753-1342(-)
TRINITY_DN205049_c12_g1::TRINITY_DN205049_c12_g1_i2::g.116424::m.116424 -          Apaf-caspas          -               0.48   14.2   0.0       4.6   10.9   0.0   2.1   1   1   0   1   1   1   0 type:5prime_partial len:506 gc:universal TRINITY_DN205049_c12_g1_i2:1926-409(-)
TRINITY_DN201361_c0_g1::TRINITY_DN201361_c0_g1_i1::g.192463::m.192463   -          Apaf-caspas          -                0.5   14.1   0.0        12    9.6   0.0   2.4   1   1   0   1   1   1   0 type:5prime_partial len:348 gc:universal TRINITY_DN201361_c0_g1_i1:1993-950(-)
TRINITY_DN212304_c4_g2::TRINITY_DN212304_c4_g2_i1::g.223750::m.223750   -          Apaf-caspas          -               0.57   13.9   0.0      0.57   13.9   0.0   1.1   1   0   0   1   1   1   0 type:complete len:104 gc:universal TRINITY_DN212304_c4_g2_i1:303-614(+)
TRINITY_DN207876_c6_g1::TRINITY_DN207876_c6_g1_i1::g.166933::m.166933   -          Apaf-caspas          -               0.61   13.8   0.1       1.3   12.8   0.1   1.5   1   0   0   1   1   1   0 type:complete len:692 gc:universal TRINITY_DN207876_c6_g1_i1:267-2342(+)
TRINITY_DN207876_c6_g1::TRINITY_DN207876_c6_g1_i2::g.166936::m.166936   -          Apaf-caspas          -               0.61   13.8   0.1       1.3   12.8   0.1   1.5   1   0   0   1   1   1   0 type:complete len:692 gc:universal TRINITY_DN207876_c6_g1_i2:258-2333(+)
TRINITY_DN162063_c0_g1::TRINITY_DN162063_c0_g1_i1::g.380269::m.380269   -          Apaf-caspas          -               0.62   13.8   0.0       7.4   10.3   0.0   2.2   1   1   0   1   1   1   0 type:3prime_partial len:935 gc:universal TRINITY_DN162063_c0_g1_i1:193-2994(+)
TRINITY_DN207250_c5_g1::TRINITY_DN207250_c5_g1_i2::g.79883::m.79883     -          Apaf-caspas          -               0.73   13.6   0.6      0.73   13.6   0.6   1.0   1   0   0   1   1   1   0 type:complete len:63 gc:universal TRINITY_DN207250_c5_g1_i2:1296-1108(-)
TRINITY_DN203983_c1_g1::TRINITY_DN203983_c1_g1_i4::g.257972::m.257972   -          Armitage_SRRPs       -                  0 1038.2   0.0         0 1037.7   0.0   1.2   1   0   0   1   1   1   1 type:complete len:1307 gc:universal TRINITY_DN203983_c1_g1_i4:4649-729(-)
TRINITY_DN203983_c1_g1::TRINITY_DN203983_c1_g1_i6::g.257976::m.257976   -          Armitage_SRRPs       -                  0 1038.2   0.0         0 1037.7   0.0   1.2   1   0   0   1   1   1   1 type:complete len:1307 gc:universal TRINITY_DN203983_c1_g1_i6:4649-729(-)
TRINITY_DN203983_c1_g1::TRINITY_DN203983_c1_g1_i2::g.257968::m.257968   -          Armitage_SRRPs       -                  0 1011.2   0.0         0 1010.9   0.0   1.0   1   0   0   1   1   1   1 type:complete len:1009 gc:universal TRINITY_DN203983_c1_g1_i2:3755-729(-)
TRINITY_DN203983_c1_g1::TRINITY_DN203983_c1_g1_i3::g.257970::m.257970   -          Armitage_SRRPs       -                  0 1011.2   0.0         0 1010.9   0.0   1.0   1   0   0   1   1   1   1 type:complete len:1009 gc:universal TRINITY_DN203983_c1_g1_i3:3755-729(-)
TRINITY_DN192444_c2_g1::TRINITY_DN192444_c2_g1_i1::g.304262::m.304262   -          Armitage_SRRPs       -            9.3e-82  279.6   0.0   1.2e-81  279.3   0.0   1.0   1   0   0   1   1   1   1 type:internal len:602 gc:universal TRINITY_DN192444_c2_g1_i1:1-1803(+)
TRINITY_DN199672_c0_g1::TRINITY_DN199672_c0_g1_i2::g.324042::m.324042   -          Armitage_SRRPs       -            1.1e-76  262.9   0.0   1.3e-76  262.6   0.0   1.0   1   0   0   1   1   1   1 type:5prime_partial len:298 gc:universal TRINITY_DN199672_c0_g1_i2:2-895(+)
